Trace,Exp,performance_model.cycle_count,performance_model.instruction_count,dtlb.miss,dtlb.access,stlb.miss,stlb.access,PTW.page_walks,PTW.total-PD-latency,PTW.total-PDPE-latency,PTW.total-PMLE4-latency,PTW.total-PT-latency,PTW_0.page_walks,PTW_0.total-PD-latency,PTW_0.total-PDPE-latency,PTW_0.total-PMLE4-latency,PTW_0.total-PT-latency,PTW_1.page_walks,PTW_1.total-PD-latency,PTW_1.total-PDPE-latency,PTW_1.total-PMLE4-latency,PTW_1.total-PT-latency,PTW_2.page_walks,PTW_2.total-PD-latency,PTW_2.total-PDPE-latency,PTW_2.total-PMLE4-latency,PTW_2.total-PT-latency,PTW_cuckoo.latency,pwc_L2.access,pwc_L2.miss,pwc_L3.access,pwc_L3.miss,pwc_L4.access,pwc_L4.miss,ptw_radix_0.page_level_latency_0,ptw_radix_0.page_level_latency_1,ptw_radix_0.page_level_latency_2,ptw_radix_0.page_level_latency_3,ptw_radix_0.page_level_latency_4,ptw_radix_1.page_level_latency_0,ptw_radix_1.page_level_latency_1,ptw_radix_1.page_level_latency_2,ptw_radix_1.page_level_latency_3,ptw_radix_1.page_level_latency_4,ptw_radix_2.page_level_latency_0,ptw_radix_2.page_level_latency_1,ptw_radix_2.page_level_latency_2,ptw_radix_2.page_level_latency_3,ptw_radix_2.page_level_latency_4,mmu.tlb_and_utr_miss,mmu.tlb_and_utr_miss_latency,mmu.tlb_hit,mmu.tlb_hit_latency,mmu.utr_hit,mmu.utr_hit_latency,mmu.total_latency,ulb.access,ulb.allocations,ulb.miss,ulb.miss_inUTR,utr_1.accesses,utr_1.allocation_conflicts,utr_1.allocations,utr_1.hits,utr_2.accesses,utr_2.allocation_conflicts,utr_2.allocations,utr_2.hits,uperm.access,uperm.miss,utag.access,utag.miss,nuca-cache.read-misses,nuca-cache.reads,nuca-cache.write-misses,nuca-cache.writes,dram.reads,dram.writes,barrier.global_time,dram-queue.total-time-used,ddr.page-closing,ddr.page-conflict-data-to-data,ddr.page-conflict-data-to-metadata,ddr.page-conflict-metadata-to-data,ddr.page-conflict-metadata-to-metadata,ddr.page-empty,ddr.page-hits,ddr.page-miss,L1-D.metadata-loads,L1-D.metadata-load-misses,L1-D.metadata-mshr-latency,L1-D.mshr-latency,L2.metadata-loads,L2.metadata-load-misses,nuca-cache.read-misses-metadata,nuca-cache.reads-metadata,mmu.llc_hit_and_l1tlb_hit,mmu.llc_hit_and_l2tlb_hit,mmu.llc_hit_and_l2tlb_miss,mmu.llc_miss_and_l1tlb_hit,mmu.llc_miss_and_l2tlb_hit,mmu.llc_miss_and_l2tlb_miss,L1-D.data-reuse-0,L1-D.data-reuse-1,L1-D.data-reuse-2,L1-D.data-reuse-3,L1-D.data-reuse-4,L2.data-reuse-0,L2.data-reuse-1,L2.data-reuse-2,L2.data-reuse-3,L2.data-reuse-4,nuca-cache.data-reuse-0,nuca-cache.data-reuse-1,nuca-cache.data-reuse-2,nuca-cache.data-reuse-3,nuca-cache.data-reuse-4,L1-D.metadata-reuse-0,L1-D.metadata-reuse-1,L1-D.metadata-reuse-2,L1-D.metadata-reuse-3,L1-D.metadata-reuse-4,L1-D.loads-page_table,L1-D.load-misses-page_table,L2.loads-page_table,L2.load-misses-page_table,L1-D.tload-misses,L1-D.tloads,L1-D.tstore-misses,L1-D.tstores,L2.loads-non_page_table,L2.load-misses-non_page_table,L1-D.load-misses-non_page_table,L1-D.loads-non_page_table,L2.loads-tlb_entry,L2.loads-misses-tlb_entry,L1-D.loads-tlb_entry,L1-D.loads-misses-tlb_entry,stlb.l1_tlb_cache_hit,stlb.l2_tlb_cache_hit,stlb.nuca_tlb_cache_hit,stlb.potm_latency,potm_tlb.access,potm_tlb.miss,nested_tlb.access,nested_tlb.miss,L2.tlb-reuse-0,L2.tlb-reuse-1,L2.tlb-reuse-2,L2.tlb-reuse-3,L2.tlb-reuse-4,L2.tlb-util-0,L2.tlb-util-1,L2.tlb-util-2,L2.tlb-util-3,L2.tlb-util-4,L2.tlb-util-5,L2.tlb-util-7,mmu.l1_tlb_hit,mmu.l1c_hit_tlb,mmu.l1c_hit_tlb_latency,mmu.l2_tlb_hit,mmu.l2c_hit_tlb,mmu.l2c_hit_tlb_latency,utr_cache_2.data-reuse-0,utr_cache_2.data-reuse-1,utr_cache_2.data-reuse-2,utr_cache_2.data-reuse-3,utr_cache_2.data-reuse-4,utr_cache_1.data-reuse-0,utr_cache_1.data-reuse-1,utr_cache_1.data-reuse-2,utr_cache_1.data-reuse-3,utr_cache_1.data-reuse-4,L1-D.loads-where-page-table-cache-remote,L1-D.loads-where-page-table-dram,L1-D.loads-where-page-table-dram-cache,L1-D.loads-where-page-table-dram-local,L1-D.loads-where-page-table-dram-remote,L1-D.loads-where-page-table-L1,L1-D.loads-where-page-table-L1_S,L1-D.loads-where-page-table-L1I,L1-D.loads-where-page-table-L2,L1-D.loads-where-page-table-L2_S,L1-D.loads-where-page-table-L3,L1-D.loads-where-page-table-L3_S,L1-D.loads-where-page-table-L4,L1-D.loads-where-page-table-L4_S,L1-D.loads-where-page-table-miss,L1-D.loads-where-page-table-nuca-cache,L1-D.loads-where-utopiacache-remote,L1-D.loads-where-utopiadram,L1-D.loads-where-utopiadram-cache,L1-D.loads-where-utopiadram-local,L1-D.loads-where-utopiadram-remote,L1-D.loads-where-utopiaL1,L1-D.loads-where-utopiaL1_S,L1-D.loads-where-utopiaL1I,L1-D.loads-where-utopiaL2,L1-D.loads-where-utopiaL2_S,L1-D.loads-where-utopiaL3,L1-D.loads-where-utopiaL3_S,L1-D.loads-where-utopiaL4,L1-D.loads-where-utopiaL4_S,L1-D.loads-where-utopiamiss,mmu.migrations_requests,mmu.migrations_delay
bfs,potm_virtualized,9751821040.0,499999952.0,38005980.0,247782503.0,35791541.0,38006002.0,,,,,,0.0,,,,,22278717.0,,,,,45031058.0,,,,,,22278717.0,19772488.0,22278717.0,3015813.0,22278717.0,2.0,109664389.0,20887441824073.0,190837944231076.0,1229986223650093.0,0.0,294433703989357.0,294434786034840.0,294590031724051.0,512005353181156.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3439779786975523.0,,,,,,,,,,,,,,,,,24532885.0,109679652.0,0.0,7940974.0,109504550.0,546887.0,3750700400000000.0,,433602.0,150086.0,1005997.0,792320.0,2390993.0,94848460.0,10429979.0,4339396.0,,,0.0,3824288429.0,,,84971665.0,85040526.0,253605547.0,1243879.0,15007.0,33230533.0,970582.0,22263710.0,46809328.0,30101004.0,193287.0,146011.0,794006.0,80408104.0,4150631.0,211423.0,137753.0,108742.0,116370771.0,526055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225155290.0,225155290.0,225155290.0,24639126.0,407773319.0,529354667.0,8453346.0,53170588.0,75491309.0,71898486.0,73030567.0,194611915.0,109587462.0,,109587462.0,,0.0,0.0,0.0,234108904249068.0,35791541.0,22278717.0,45031058.0,45031058.0,187.0,28.0,13.0,3.0,27698507.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,110321458909200.0,0.0,0.0,11072293927695.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,24532885.0,0.0,0.0,0.0,0.0,200516164.0,0.0,0.0,0.0,0.0,0.0,0.0,106241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,victima_virtualized,8550184760.0,499999952.0,37991995.0,247782504.0,35771536.0,37992017.0,,,,,,0.0,,,,,17122745.0,,,,,107423.0,,,,,,17122745.0,16767197.0,17122745.0,1597103.0,17122745.0,2.0,124664389.0,11078689295005.0,179846569179167.0,1045046665733405.0,0.0,702442535491.0,702512808234.0,751912397146.0,1528773267093.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1837474131678275.0,,,,,,,,,,,,,,,,,17977705.0,120856729.0,0.0,7941415.0,120824391.0,1061505.0,3288532600000000.0,,595881.0,93495.0,1007096.0,1038723.0,4315915.0,104639575.0,10195211.0,6455229.0,,,0.0,4513174424.0,,,102846686.0,102874601.0,253651394.0,1209933.0,2322.0,33198672.0,1010548.0,17120423.0,46788576.0,30105561.0,191833.0,146896.0,793405.0,72070267.0,13076557.0,136137.0,58360.0,168314.0,109323089.0,1039966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35823001.0,35823001.0,35823001.0,17982128.0,180093614.0,301712908.0,8488403.0,53170588.0,75429238.0,71797148.0,72992622.0,194611916.0,71277991.0,,71277991.0,,0.0,18647923.0,868.0,,,,35393309.0,35393309.0,14633864.0,2632944.0,27177.0,11310.0,33639499.0,10437955.0,88117.0,3401.0,1127.0,288.0,147.0,41340.0,110326838134590.0,0.0,0.0,11102393897595.0,18647923.0,114756334474320.0,,,,,,,,,,,0.0,0.0,0.0,17977705.0,0.0,0.0,0.0,0.0,17840873.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,baseline_radix_4MB,8813446460.0,499999990.0,38023946.0,247782511.0,35808432.0,38023962.0,,,,,,35808432.0,,,,,,,,,,,,,,,,35808432.0,30545972.0,35808432.0,1889087.0,35808432.0,2.0,105545486.0,16712957450570.0,299139801917331.0,1230652297072865.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1962308813105262.0,,,,,,,,,,,,,,,,,18144576.0,102912183.0,0.0,7937857.0,102907708.0,7.0,3389787100000000.0,,577052.0,61846.0,880299.0,643408.0,2419565.0,88469370.0,9856175.0,4005118.0,,,0.0,4263340231.0,,,84763132.0,84767607.0,253805704.0,1226902.0,320201.0,33012424.0,988628.0,35488231.0,46790971.0,30082997.0,193109.0,145437.0,793017.0,80835998.0,3725684.0,63414.0,32349.0,59162.0,110823023.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67762037.0,67762037.0,67762037.0,18144576.0,140789026.0,262373953.0,8457537.0,53170595.0,75271352.0,71380291.0,73026989.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,24663089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110314554300720.0,0.0,0.0,11077638922350.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,19011314.0,0.0,0.0,0.0,0.0,48750705.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,baseline_radix_8MB,8130749640.0,499999921.0,45915402.0,229397390.0,43180722.0,45915426.0,,,,,,43180722.0,,,,,,,,,,,,,,,,43180722.0,36839019.0,43180722.0,3539838.0,43180722.0,2.0,105545486.0,42206023661538.0,447523201841464.0,1505462823066042.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2454237423914955.0,,,,,,,,,,,,,,,,,20361803.0,116121347.0,0.0,6362260.0,116118002.0,0.0,3127211400000000.0,,905361.0,92095.0,1293401.0,970099.0,3687411.0,97392757.0,11776878.0,6043006.0,,,0.0,4606123075.0,,,95756199.0,95759544.0,199693035.0,1451763.0,801062.0,40272094.0,1282941.0,42379660.0,53549235.0,36461822.0,373896.0,240404.0,566600.0,90633904.0,4924466.0,34698.0,26489.0,35648.0,122457734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83023139.0,83023139.0,83023139.0,20361803.0,171502800.0,284057302.0,6675206.0,28363227.0,90227742.0,85534856.0,88479661.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,24930708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92294188090335.0,0.0,0.0,13673506326480.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20546147.0,0.0,0.0,0.0,0.0,62476988.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_40,8944291200.0,499999952.0,38017663.0,247782504.0,35789336.0,38017679.0,,,,,,22267995.0,,,,,,,,,,,,,,,,22267995.0,19760436.0,22267995.0,1927848.0,22267995.0,2.0,136314716.0,13357374154251.0,190139810177555.0,1223543042120067.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1987522482283909.0,,,,,,,,,,,,,,,,,20592277.0,105368798.0,0.0,7940765.0,105364267.0,2099.0,3440112000000000.0,,586596.0,96371.0,982417.0,740549.0,2417290.0,90808798.0,9734345.0,4236627.0,,,0.0,3933432653.0,,,84771990.0,84776506.0,253625118.0,1251834.0,15862.0,33199286.0,976509.0,22252133.0,46769957.0,30096880.0,191984.0,146557.0,792861.0,81261899.0,3465691.0,21942.0,1968.0,224.0,113278322.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43922096.0,43922096.0,43922096.0,20592292.0,226520807.0,348128747.0,8482015.0,53170588.0,75340425.0,71720523.0,73003976.0,194611916.0,109594735.0,,109594735.0,,0.0,0.0,0.0,234088318060201.0,35789336.0,22267995.0,,,2.0,0.0,0.0,0.0,25828141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110316968144460.0,0.0,0.0,11141703858285.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20592277.0,0.0,0.0,0.0,0.0,23329804.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,victima_ptw_4MBL2,7781824960.0,499999947.0,45913587.0,229397391.0,43172306.0,45913611.0,,,,,,19976174.0,,,,,,,,,,,,,,,,19976174.0,19552598.0,19976174.0,1723352.0,19976174.0,2.0,138314716.0,15908175616781.0,225982776636871.0,1219087533773168.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1916656214048106.0,,,,,,,,,,,,,,,,,20389738.0,136576289.0,0.0,6366895.0,136573070.0,10.0,2993009600000000.0,,840986.0,97975.0,1479732.0,1475597.0,6410363.0,114330420.0,11938007.0,9463667.0,,,0.0,3703315951.0,,,116183332.0,116186551.0,199422407.0,1444166.0,12478.0,40544538.0,1297139.0,19963696.0,53512908.0,36469542.0,371948.0,242259.0,566692.0,91903639.0,4175270.0,48792.0,14961.0,10025.0,122930352.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41195828.0,41195828.0,41195828.0,20389738.0,172845332.0,285416639.0,6703931.0,28363228.0,90249883.0,86242639.0,88462856.0,201034163.0,43186648.0,,43186648.0,,0.0,23196132.0,0.0,,,,,,19109075.0,855420.0,9974.0,3224.0,35235308.0,12672356.0,34672.0,4496.0,1323.0,270.0,145.0,21712.0,92294886551175.0,0.0,0.0,13706511293475.0,23196132.0,196274766801960.0,,,,,,,,,,,0.0,0.0,0.0,20389738.0,0.0,0.0,0.0,0.0,20806090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,L3TLB_ideal_25,8117215340.0,499999947.0,45910088.0,229397391.0,43166603.0,45910112.0,,,,,,27228420.0,,,,,,,,,,,,,,,,27228420.0,24149228.0,27228420.0,2404183.0,27228420.0,2.0,141314716.0,16644784607538.0,232710047553491.0,1501464402875626.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2289531151485211.0,,,,,,,,,,,,,,,,,25152894.0,121541113.0,0.0,6369721.0,121537113.0,1921.0,3122005900000000.0,,782557.0,169124.0,1556010.0,1257356.0,3960222.0,102076671.0,11737094.0,6942712.0,,,0.0,3647115533.0,,,96384219.0,96388191.0,199282781.0,1446634.0,9379.0,40687663.0,1296875.0,27219041.0,53530859.0,36487346.0,370943.0,243621.0,566595.0,92433937.0,3896566.0,29856.0,3120.0,237.0,127880480.0,1912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53734973.0,53734973.0,53734973.0,25152922.0,274403823.0,387010830.0,6729667.0,28363228.0,90353181.0,86580724.0,88427156.0,201034163.0,132241694.0,,132241694.0,,0.0,0.0,0.0,282313211041343.0,43166603.0,27228420.0,,,1.0,0.0,0.0,0.0,27502589.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92296232319060.0,0.0,0.0,13717531282455.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25152894.0,0.0,0.0,0.0,0.0,28582051.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,potm_virtualized,8963999720.0,499999864.0,45572243.0,229397390.0,42563849.0,45572261.0,,,,,,0.0,,,,,27080730.0,,,,,54640190.0,,,,,,27080730.0,24008325.0,27080730.0,3601018.0,27080730.0,2.0,136314716.0,24930502090988.0,232032721542896.0,1501498175645442.0,0.0,357262795228666.0,357262654325327.0,357525102129050.0,604263293293095.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4116351247267029.0,,,,,,,,,,,,,,,,,29433100.0,126494286.0,0.0,6370161.0,126176109.0,499447.0,3447692200000000.0,,716513.0,301158.0,1663448.0,1375376.0,3820013.0,106439250.0,12359798.0,7159995.0,,,0.0,3315928817.0,,,96743009.0,96910404.0,199337590.0,1451487.0,9365.0,40970704.0,1556925.0,27071365.0,53568696.0,36480448.0,372502.0,242441.0,567720.0,91613595.0,4739962.0,237737.0,154504.0,140897.0,131557309.0,483164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273200950.0,273200950.0,273200950.0,29583882.0,492348841.0,604933454.0,6708752.0,28363227.0,90536186.0,86744224.0,88449550.0,201034163.0,130698341.0,,130698341.0,,0.0,0.0,0.0,278389188345469.0,42563849.0,27080730.0,54640190.0,54640190.0,230.0,43.0,9.0,11.0,29839383.0,133.0,0.0,0.0,0.0,0.0,0.0,5.0,92426174496810.0,0.0,0.0,15042044957940.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,29433100.0,0.0,0.0,0.0,0.0,243617068.0,0.0,0.0,0.0,0.0,0.0,0.0,150782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,tlb_4x_ideal,8965232120.0,499999990.0,38022552.0,247782511.0,34590023.0,38022568.0,,,,,,34590023.0,,,,,,,,,,,,,,,,34590023.0,29614540.0,34590023.0,1870555.0,34590023.0,2.0,135545486.0,12254942290377.0,247321352317372.0,1352289395573827.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2023501104091372.0,,,,,,,,,,,,,,,,,21670686.0,106573524.0,0.0,7940818.0,106567900.0,26046.0,3448166200000000.0,,554536.0,110242.0,1029864.0,781992.0,2437702.0,91906093.0,9773517.0,4359800.0,,,0.0,3762299634.0,,,84897214.0,84902336.0,253630339.0,1278273.0,100648.0,33189183.0,2154272.0,34489375.0,46775716.0,30099995.0,191954.0,146594.0,793050.0,80250114.0,4095787.0,258323.0,181505.0,92151.0,114434627.0,25781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65756357.0,65756357.0,65756357.0,21671188.0,138756882.0,260368273.0,8483252.0,53170595.0,75360130.0,71729216.0,73000525.0,194611916.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,26498270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110315090454030.0,0.0,0.0,17162707837275.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,22495379.0,0.0,0.0,0.0,0.0,43260459.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_16x_ideal,8206203980.0,499999921.0,45874922.0,229397390.0,36624082.0,45874946.0,,,,,,36624082.0,,,,,,,,,,,,,,,,36624082.0,31895479.0,36624082.0,3523676.0,36624082.0,2.0,105545486.0,23039719366308.0,274338883103339.0,1681586250371384.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2415192315620262.0,,,,,,,,,,,,,,,,,27537813.0,123977960.0,0.0,6369733.0,123973915.0,5127.0,3156232300000000.0,,790960.0,205829.0,1690315.0,1395567.0,3884106.0,104127945.0,11884320.0,7175817.0,,,0.0,3510301213.0,,,96436102.0,96440033.0,199287488.0,1611516.0,16392.0,40718121.0,7639348.0,36607690.0,53532729.0,36487653.0,370877.0,243628.0,566696.0,90948100.0,5148300.0,237005.0,73303.0,9151.0,130310910.0,5105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71942674.0,71942674.0,71942674.0,27537927.0,160369424.0,272976837.0,6729346.0,28363227.0,90358321.0,86584928.0,88426750.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,28849450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92309757305535.0,0.0,0.0,46254273745680.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,27691695.0,0.0,0.0,0.0,0.0,44250863.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,tlb_base_ideal,8187054720.0,499999921.0,45865204.0,229397390.0,42978849.0,45865228.0,,,,,,42978849.0,,,,,,,,,,,,,,,,42978849.0,36637334.0,42978849.0,3542158.0,42978849.0,2.0,135545486.0,23160581441291.0,305379972099800.0,1608417646797929.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2395146917310851.0,,,,,,,,,,,,,,,,,25491835.0,121869377.0,0.0,6369844.0,121864590.0,19010.0,3148867200000000.0,,841644.0,172011.0,1581747.0,1258908.0,3881515.0,102448522.0,11699253.0,6894181.0,,,0.0,3596282740.0,,,96372755.0,96377024.0,199262060.0,1431031.0,194329.0,40753267.0,1455348.0,42784520.0,53525312.0,36487041.0,370804.0,243657.0,566628.0,91342962.0,4363808.0,262524.0,217046.0,166504.0,128174123.0,18889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82551110.0,82551110.0,82551110.0,25492353.0,170977941.0,283585273.0,6731542.0,28363227.0,90359628.0,86603710.0,88426831.0,201034163.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,27643963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92313494994105.0,0.0,0.0,14431880568105.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25680599.0,0.0,0.0,0.0,0.0,56869986.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc,pomtlb_64K,8151890500.0,499999947.0,45911630.0,229397391.0,43164965.0,45911654.0,,,,,,27220108.0,,,,,,,,,,,,,,,,27220108.0,24140867.0,27220108.0,3618568.0,27220108.0,2.0,106314716.0,25052011969488.0,232702633750517.0,1501933467029677.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2426038480484005.0,,,,,,,,,,,,,,,,,25150028.0,121881842.0,0.0,6369687.0,121877894.0,1866.0,3135342500000000.0,,778165.0,165396.0,1553363.0,1264286.0,3960112.0,102215653.0,11942785.0,6943157.0,,,0.0,3558458584.0,,,96727866.0,96731798.0,199313237.0,1447150.0,9379.0,40655665.0,1299539.0,27210729.0,53532122.0,36487158.0,371025.0,243593.0,566702.0,92752655.0,3921428.0,29857.0,3112.0,271.0,128221332.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54933097.0,54933097.0,54933097.0,25150044.0,275601003.0,388207220.0,6727878.0,28363228.0,90357522.0,86551793.0,88427946.0,201034163.0,132239960.0,,132239960.0,,0.0,0.0,0.0,282303312774632.0,43164965.0,27220108.0,,,3.0,0.0,0.0,0.0,27789000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92295639242730.0,0.0,0.0,13733431266555.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,25150028.0,0.0,0.0,0.0,0.0,29783053.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfs,L3TLB_ideal_20,8821080840.0,499999952.0,38060354.0,247782504.0,35962085.0,38060370.0,,,,,,22436838.0,,,,,,,,,,,,,,,,22436838.0,19923164.0,22436838.0,3027865.0,22436838.0,2.0,138314716.0,20972966615701.0,191295419191211.0,1234070124288927.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1902165081814435.0,,,,,,,,,,,,,,,,,20740190.0,105613292.0,0.0,7940798.0,105606543.0,5573.0,3392723400000000.0,,486319.0,100415.0,990362.0,759161.0,2538677.0,90951415.0,9785767.0,4388615.0,,,0.0,4070190681.0,,,84866353.0,84873082.0,253624174.0,1253553.0,15841.0,33157539.0,844732.0,22420997.0,46770425.0,30099066.0,191940.0,146571.0,792941.0,81337681.0,3485978.0,22320.0,2094.0,245.0,113513741.0,5536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45354138.0,45354138.0,45354138.0,20740210.0,228338569.0,349948978.0,8483519.0,53170588.0,75353506.0,71724988.0,73001507.0,194611916.0,109982924.0,,109982924.0,,0.0,0.0,0.0,235216523011048.0,35962085.0,22436838.0,,,5.0,0.0,0.0,0.0,25980617.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,110300548545495.0,0.0,0.0,10491414508575.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,20740190.0,0.0,0.0,0.0,0.0,24613928.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
